ID;PubmedID;Title;Abstract;Indication;ArticleType;Dataset;EvalType
479;31524967;Evaluation of the additional effect of topical 5-fluorouracil to needling in the treatment of localized vitiligo.;"Background. Microneedling is a valuable tool that can be used in transdermal drug delivery in vitiligo patients to improve drug permeability and efficacy with minor side effects. Aims. The aim of this study is to assess the effectiveness of using microneedling prior to application of topical 5-FU in treatment of localized vitiligo and to compare its results with microneedling alone. Methods. Twenty-seven patients with localized stable vitiligo are chosen. Two patches are determined in every patient: patch A treated with needling alone and patch B treated with needling followed by topical application of 5-fluorouracil once every 2 weeks for three months. Repigmentation was accessed by grades ranging from G0; no response to G4; >75% repigmentation. Side effects were reported in every visit. Results. Microneedling followed by topical application of 5-fluorouracil showed better response than needling alone with minimal side effects. Conclusion. Combining microneedling with topical drug application yields better results in treating localized vitiligo.";Skin diseases;Interventional;Indication out-of-domain;Test
480;17230058;Chemoreduction for intraocular retinoblastoma in Malaysia.;In the last decade, chemotherapy in combination with focal therapy (chemoreduction) has been increasingly used in intraocular retinoblastoma to avoid enucleation and radiotherapy. The aim of this study was to assess the feasibility and outcome of chemoreduction in Malaysian children with retinoblastoma. This was a prospective study from August 2001 to January 2006. Twenty children (25 eyes) were given 4 cycles of chemoreduction, after which the response was assessed. Fourteen eyes showed a complete response, 10 eyes showed a partial response, and 1 eye had progressive disease. Twelve eyes developed progressive disease later, 9 after an initial complete response and 3 after a partial response. Overall, progressive disease occurred in 52%. There were 2 treatment failures, in Reese-Elsworth groups 3 and 4. Both eyes required enucleation. One eye in group 5 required second line chemotherapy to achieve a complete response. No eyes were irradiated. Five children (25%) defaulted follow-up, one of whom returned with disseminated disease. In conclusion, 4 cycles of chemoreduction achieved a durable complete response in only 12% of eyes. Chemoreduction is feasible in Malaysia but requires good patient compliance and close follow-up.;Visual system diseases;Interventional;Indication out-of-domain;Test
481;19847599;Efficacy of substance P and insulin-like growth factor-1 peptides for preventing postsurgical superficial punctate keratopathy in diabetic patients.;Purpose The efficacy of eyedrops containing peptides based on substance P (FGLM-amide) and insulinlike growth factor-1 (SSSR) for prevention of superficial punctate keratopathy (SPK) after cataract surgery in individuals with type 2 diabetes was examined. Methods Twenty-nine patients (29 eyes) with diabetes were enrolled in a double-masked, prospective, randomized, placebo-controlled clinical study. They were randomly assigned to one of two groups that received eyedrops containing either FGLM-amide and SSSR (n = 14) or phosphate-buffered saline (n = 15) four times a day for 14 days starting 1 day after phacoemulsification. SPK scores (area, density, and combined area and density) were determined before as well as 1, 3, 7, and 14 days after surgery as main outcome measures. Results SPK scores did not differ between the two groups before surgery or before initiation of treatment. At day 2 after treatment initiation, all SPK scores were significantly lower in the FGLM-amide/SSSR group than in the control group. The density score was also significantly lower in the former group at day 7 after surgery. All scores returned to preoperative levels by day 14 after surgery in both groups. Conclusions Eyedrops containing FGLM-amide and SSSR were effective for the prevention of SPK after cataract surgery in diabetic patients.;Visual system diseases;Interventional;Indication out-of-domain;Test
482;21816255;Severe proliferative diabetic retinopathy treated with vitrectomy or panretinal photocoagulation: a monocenter randomized controlled clinical trial.;"Objective Visual and anatomic results of pars plana vitrectomy were compared with panretinal photocoagulation in cases of severe proliferative diabetic retinopathy. Design Monocenter randomized controlled clinical trial; randomization and allocation to trial group were carried out by a central computer system. Participants We studied 180 eyes of 180 patients with severe proliferative diabetic retinopathy, half with tractional retinal detachment not involving the macula (n = 90). Some were treated by pars plana vitrectomy (n = 90) and some by panretinal photocoagulation (n = 90). Methods Eyes were randomly divided into 2 groups. Group 1 was treated with pars plana vitrectomy, membrane and internal limited membrane peeling, panretinal photocoagulation, and focal or grid macular laser. Group 2 was treated with panretinal photocoagulation and focal or grid macular laser. Follow-up was at least 12 months. Results Mean preoperative visual acuities and ophthalmic fundus characteristics were compared across groups. A year postoperation, visual acuity (the primary endpoint) in group 1 improved in 30 eyes (33%); was unchanged in 22 eyes (25%); and decreased in 38 eyes (42%). In group 2, visual acuity improved in 32 eyes (35%); was unchanged in 42 eyes (47%); and decreased in 16 eyes (18%). The percentage of improvement in the 2 groups was not statistically significant (p = 0.75), whereas the stabilized (p = 0.002) and worsened eyes (p = 0.0003) in group 1 and group 2 were significantly different. Conclusion In cases of severe proliferative diabetic retinopathy, even with tractional retinal detachment not involving macula, it is best to defer vitrectomy unless definite progression that threatens the vascular center is documented.";Visual system diseases;Interventional;Indication out-of-domain;Test
483;22683252;Evaluation of the siRNA PF-04523655 versus ranibizumab for the treatment of neovascular age-related macular degeneration (MONET Study).;"Objective. To evaluate the efficacy of different dosing paradigms of PF-04523655 (PF) versus ranibizumab (comparator) in subjects with neovascular age-related macular degeneration (AMD). Design. Multicenter, open-label, prospective, randomized, comparator-controlled exploratory study. Participants. A total of 151 patients with subfoveal choroidal neovascularization (CNV) secondary to neovascular AMD who were naive to AMD therapy. Methods. In this phase 2 study, patients were randomized to 1 of 5 treatment groups with equal ratio. All groups received ranibizumab 0.5 mg at baseline and (a) PF 1 mg every 4 weeks (Q4W) from week 4 to week 12; (b) PF 3 mg Q4W from week 4 to week 12; (c) PF 3 mg every 2 weeks (Q2W) from week 4 to week 12; (d) PF 1 mg + ranibizumab (combination) Q4W from baseline to week 12; and (e) ranibizumab Q4W to week 12. All study treatments were given as intravitreal injections. Main outcome measures. The primary end point was the mean change in best-corrected visual acuity (BCVA) from baseline at week 16; secondary end points included the percentage of patients gaining ≥ 10 and ≥ 15 letters in BCVA and mean change in retinal central subfield thickness, lesion thickness, and CNV area. Results. At week 16, the PF 1 mg + ranibizumab combination group achieved numerically greater improvement in mean BCVA from baseline (9.5 letters) than the ranibizumab group (6.8 letters). The difference was not statistically significant. The BCVA improvement in the PF monotherapy groups was less than in the ranibizumab group. Similar trends were observed in the percentage of patients who gained ≥ 10 and ≥ 15 letters. From baseline to week 16 (last observed carried forward), the combination and ranibizumab groups had similar mean reductions in central subfield retinal thickness and total CNV area, which were greater than in all PF monotherapy groups. There were no clinically meaningful differences in reduction of lesion thickness among treatment groups. Conclusions. In this early, underpowered study evaluating treatments for neovascular AMD, the combination of PF with ranibizumab led to an average gain in BCVA that was more than with ranibizumab monotherapy. No safety concerns were identified.";Visual system diseases;Interventional;Indication out-of-domain;Test
484;25686055;Circulating levels of reactive oxygen species in patients with nonproliferative diabetic retinopathy and the influence of antioxidant supplementation: 6-month follow-up.;Aims The aim was to evaluate circulating levels of reactive oxygen species (ROS) and changes in central macular thickness (CMT) in patients with nonproliferative diabetic retinopathy (NPDR) after antioxidant supplementation. Materials and methods A total of 68 patients (68 eyes) with NPDR were enrolled. Patients were randomly divided into two groups: Treated with antioxidant supplement (Group A) and untreated control group (Group B). Each tablet, for oral administration, containing pycnogenol 50 mg, Vitamin E 30 mg and coenzyme Q10 20 mg. CMT and free oxygen radical test (FORT) were analyzed at baseline (T0), 3 (T1) and 6 (T2) months in both groups. Results In Group A, FORT levels and CMT were significantly reduced over time (P < 0.001 for both). In Group B, FORT levels were increased (P < 0.001) and CMT did not vary significantly (P = 0.81) over 3 time points. Conclusions This is the first study showing the reduction of ROS levels in patients with NPDR thanks to antioxidant therapy. Moreover, our findings have suggested also an influence on retinal thickness.;Visual system diseases;Interventional;Indication out-of-domain;Test
485;27475933;Long-term results and recurrence rates after spironolactone treatment in non-resolving central serous chorio-retinopathy (CSCR).;Purpose. To evaluate the long-term results of spironolactone in non-resolving central serous chorio-retinopathy (CSCR) and recurrence rates of CSCR. Methods. Interventional uncontrolled open-label prospective clinical trial of patients with non-resolving CSCR who were treated with spironolactone 50 mg daily (Spironolacton AL® 50 mg, ALIUD PHARMA) for up to 16 weeks. Follow-up visits were performed at 3, 6, 9, and 12 months. Retreatment criteria for recurrence were: gain in sub-retinal fluid (SRF) of more than 25 % plus/or increase of central retinal thickness (CRT) of more than 50 μm plus visual symptoms compared to last visit. Main outcome measures. 12-month efficacy of upload treatment with spironolactone. Secondary outcome measure was the recurrence rate at 6, 9, and 12 months. Results. Of the 21 study eyes treated, 71 % (n = 15) showed significant improvement or complete regression on OCT examination over 12 months. Nineteen percent of the patients (n = 4) showed a stable course from visit 1 to visit 12. The overall reduction of sub-retinal fluid from visit 1 (156 μm ± 131 SD) to visit 12 (53 μm ± 93 SD) was statistically significant (p = 0.003). The change of mean visual acuity (log MAR) from 0.25 (± 0.17 SD) at baseline to 0.17 (± 0.18 SD) at visit 12 was statistically significant, with p = 0.044. Conclusion. Our results confirm a positive effect of spironolactone in non-resolving CSCR in 71 % of cases. Evaluation of recurrence rates and retreatments showed good results in patients who responded to spironolactone primarily. A prospective randomized trial may provide better data about this non-invasive treatment.;Visual system diseases;Interventional;Indication out-of-domain;Test
486;28448655;Change in Diabetic Retinopathy Through 2 Years: Secondary Analysis of a Randomized Clinical Trial Comparing Aflibercept, Bevacizumab, and Ranibizumab.;"Importance Anti-vascular endothelial growth factor (anti-VEGF) therapy for diabetic macular edema (DME) favorably affects diabetic retinopathy (DR) improvement and worsening. It is unknown whether these effects differ across anti-VEGF agents. Objective To compare changes in DR severity during aflibercept, bevacizumab, or ranibizumab treatment for DME. Design, setting, and participants Preplanned secondary analysis of data from a comparative effectiveness trial for center-involved DME was conducted in 650 participants receiving aflibercept, bevacizumab, or ranibizumab. Retinopathy improvement and worsening were determined during 2 years of treatment. Participants were randomized in 2012 through 2013, and the trial concluded on September 23, 2015. Interventions Random assignment to aflibercept, 2.0 mg; bevacizumab, 1.25 mg; ranibizumab, 0.3 mg, up to every 4 weeks through 2 years following a retreatment protocol. Main outcomes and measures Percentages with retinopathy improvement at 1 and 2 years and cumulative probabilities for retinopathy worsening through 2-year without adjustment for multiple outcomes. Results A total of 650 participants (495 [76.2%] nonproliferative DR [NPDR], 155 proliferative DR [PDR]) were analyzed; 302 (46.5%) were women and mean (SD) age was 61 (10) years; 425 (65.4%) were white. At 1 year, among 423 NPDR eyes, 44 of 141 (31.2%) treated with aflibercept, 29 of 131 (22.1%) with bevacizumab, and 57 of 151 (37.7%) with ranibizumab had improvement of DR severity (adjusted difference: 11.7%; 95% CI, 2.9% to 20.6%; P = .004 for aflibercept vs bevacizumab; 8.9%; 95% CI, 1.7% to 16.1%; P = .01 for ranibizumab vs bevacizumab; and 2.9%; 95% CI, -5.7% to 11.4%; P = .51 for aflibercept vs ranibizumab). At 2 years, 33 eyes (24.8%) in the aflibercept group, 25 eyes (22.1%) in the bevacizumab group, and 40 eyes (31.0%) in the ranibizumab group had DR improvement; no treatment group differences were identified. For 93 eyes with PDR at baseline, 1-year improvement rates were 75.9% for aflibercept, 31.4% for bevacizumab, and 55.2% for ranibizumab (adjusted difference: 50.4%; 95% CI, 26.8% to 74.0%; P < .001 for aflibercept vs bevacizumab; 20.4%; 95% CI, -3.1% to 44.0%; P = .09 for ranibizumab vs bevacizumab; and 30.0%; 95% CI, 4.4% to 55.6%; P = .02 for aflibercept vs ranibizumab). These rates and treatment group differences appeared to be maintained at 2 years. Despite the reduced numbers of injections in the second year, 66 (59.5%) of NPDR and 28 (70.0%) of PDR eyes that manifested improvement at 1 year maintained improvement at 2 years. Two-year cumulative rates for retinopathy worsening ranged from 7.1% to 10.2% and 17.2% to 26.4% among anti-VEGF groups for NPDR and PDR eyes, respectively. No statistically significant treatment differences were noted. Conclusions and relevance At 1 and 2 years, eyes with NPDR receiving anti-VEGF treatment for DME may experience improvement in DR severity. Less improvement was demonstrated with bevacizumab at 1 year than with aflibercept or ranibizumab. Aflibercept was associated with more improvement at 1 and 2 years in the smaller subgroup of participants with PDR at baseline. All 3 anti-VEGF treatments were associated with low rates of DR worsening. These data provide additional outcomes that might be considered when choosing an anti-VEGF agent to treat DME.";Visual system diseases;Interventional;Indication out-of-domain;Test
487;29480253;Comparative evaluation of rotational stability and visual outcome of toric intraocular lenses with and without a capsular tension ring.;Purpose. To evaluate the rotational stability of toric intraocular lens (IOL) when co-implanted with a capsular tension ring (CTR) as compared to that of a toric IOL without a CTR. Methods. This was a prospective randomized clinical trial performed in a tertiary care centre in India. Fifty adult human eyes with visually significant cataract and regular corneal astigmatism ≥1.5D divided into two groups of 25 eyes each, A and B by simple randomization. Eyes with corneal pathology, lens subluxation, and a specular endothelial cell count <2000/mm2 were excluded from the study. The eyes in both the groups underwent standard phacoemulsification and were implanted with a toric IOL. In Group A, a CTR was put in the bag before IOL implantation. The groups were called for follow-up on day 1, 1 week, 1 month, and 3 months, postoperatively. The axis of the toric IOL on each visit was measured by slit lamp imaging in retroillumination and analyzed digitally. Results. Mean rotation of toric IOL at 3 months postoperatively was 1.85 ± 1.72° in Group A and 4.02 ± 2.04° in Group B. The difference was statistically significant (P = 0.003). Conclusion. Coimplantation of a CTR is a safe and effective technique for ensuring better rotational stability of toric IOLs.;Visual system diseases;Interventional;Indication out-of-domain;Test
488;30237467;A randomized clinical trial evaluating choroidal blood flow and morphology after conventional and pattern scan laser panretinal photocoagulation.;We prospectively investigated the changes in choroidal blood flow and morphology after panretinal photocoagulation (PRP) in 39 eyes with severe nonproliferative diabetic retinopathy (S-NPDR). Seventeen eyes underwent PRP by conventional laser and 22 eyes underwent pattern scan laser (PASCAL). The choroidal blood flow was assessed by laser speckle flowgraphy, and the subfoveal choroidal thickness (SFCT) was measured with optical coherence tomography before and 1, 4, 8, and 12 weeks after the two types of PRP treatments. The choroidal mean blur rate (MBR) at the macular region was significantly reduced to 86.4% of the baseline level in the conventional laser group and 85.7% in the PASCAL group at Week 12 (P = 0.001, P < 0.001, respectively). The SFCT was significantly increased at 1 week following PRP but it was significantly reduced at Week 8 (P = 0.001, P < 0.001, respectively) in both groups. The differences in the ratio of the MBR and the SFCT was not significant between the conventional laser and PASCAL groups at any time after PRP. The results suggest that appropriate PRP treatments even by the PASCAL method will reduce the choroidal blood flow and the choroidal morphological components.;Visual system diseases;Interventional;Indication out-of-domain;Test
489;31255587;A Randomized Clinical Trial of Immediate Versus Delayed Glasses for Moderate Hyperopia in Children 3 to 5 Years of Age.;"Purpose. To compare visual acuity (VA) and binocularity outcomes in moderately hyperopic children with normal VA and binocularity assigned to glasses versus observation. Design. Prospective randomized clinical trial (RCT). Methods. One hundred nineteen 3- to 5-year-old children with hyperopia between +3.00D and +6.00D spherical equivalent were randomly assigned to glasses versus observation (with glasses prescribed if deteriorated for subnormal distance VA or near stereoacuity, or manifest strabismus). Follow-up occurred every 6 months. At 3 years, the treatment strategy was classified as ""failed"" if any of the following were met, both with and without correction: subnormal distance VA or stereoacuity; manifest strabismus; or strabismus surgery during follow-up. Results. Of 84 (71%) children who completed the primary outcome examination, failure occurred in five (12%; 95% confidence interval [CI]: 4%-26%) of 41 assigned to glasses and four (9%; 95% CI: 3%-22%) of 43 assigned to observation (difference = 3%; 95% CI: -12%-18%; P = .72). Deterioration prior to 3 years (requiring glasses per protocol) occurred in 29% (95% CI: 19%-43%) assigned to glasses and 27% (95% CI: 17%-42%) assigned to observation. Conclusions. In an RCT comparing glasses to observation for moderately hyperopic 3- to 5-year-old children with normal VA and binocularity, failure for VA or binocularity was not common. With insufficient enrollment and retention, our study was unable to determine whether immediate glasses prescription reduces failure rate, but low failure rates suggest that immediate glasses prescription for these children may not be needed to prevent failure for VA and/or binocularity.";Visual system diseases;Interventional;Indication out-of-domain;Test
490;17372330;Measures of adiposity and cardiovascular disease risk factors.;"Objective. To determine which of five measures of adiposity maintains the strongest association with cardiovascular disease risk factors. Research methods and procedures. A nationally representative sample of 12,608 adult participants of the third National Health and Nutrition Examination Survey were examined. Waist circumference, total body fat, percent body fat, BMI, and skinfold thickness were measured following a standardized protocol. Results. In multivariable adjusted models including waist circumference and BMI as independent variables, waist circumference was a significantly better predictor. The odds ratios (95% confidence intervals) for each standard deviation higher waist circumference and BMI for men were as follows: 1.88 (1.43, 2.48) and 0.99 (0.76, 1.29), respectively, for hypertension; 1.51 (0.87, 2.59) and 1.23 (0.76, 1.99), respectively, for diabetes; and 1.85 (1.48, 2.32) and 1.00 (0.80, 1.24), respectively, for low high-density lipoprotein-cholesterol. The analogous odds ratios (95% confidence intervals) for women were as follows: 2.28 (1.74, 3.00) and 0.91 (0.69, 1.19), respectively, for hypertension; 2.72 (1.85, 4.00) and 0.82 (0.55, 1.23), respectively, for diabetes; and 1.90 (1.47, 2.47) and 1.07 (0.83, 1.38), respectively, for low high-density lipoprotein-cholesterol. Results were markedly similar for waist circumference in models adjusting for total body fat, percent body fat, and skinfold thickness separately. In contrast, waist circumference was not a significantly better predictor of elevated C-reactive protein than the other measures of adiposity. Discussion. Waist circumference maintains a stronger association with cardiovascular disease risk factors than other measures of adiposity.";Circulatory system diseases;Observational;Study type out-of-domain;Test
491;25200562;Ambulatory blood pressure adds little to Framingham Risk Score for the primary prevention of cardiovascular disease in older men: secondary analysis of observational study data.;"Objective. To determine the incremental value of ambulatory blood pressure (BP) in predicting cardiovascular risk when the Framingham Risk Score (FRS) is known. Methods. We included 780 men without cardiovascular disease from the Uppsala Longitudinal Study of Adult Men, all aged approximately 70 years at baseline. We first screened ambulatory systolic BP (ASBP) parameters for their incremental value by adding them to a model with 10-year FRS. For the best ASBP parameter we estimated HRs and changes in discrimination, calibration and reclassification. We also estimated the difference in the number of men started on treatment and in the number of men protected against a cardiovascular event. Results. Mean daytime ASBP had the highest incremental value; adding other parameters did not yield further improvements. While ASBP was an independent risk factor for cardiovascular disease, addition to FRS led to only small increases to the overall model fit, discrimination (a 1% increase in the area under the receiver operating characteristic (ROC) curve), calibration and reclassification. We estimated that for every 10,000 men screened with ASBP, 141 fewer would start a new BP-lowering treatment (95% CI 62 to 220 less treated), but this would result in 7 fewer cardiovascular events prevented over the subsequent 10 years (95% CI 21 fewer events prevented to 7 more events prevented). Conclusions. In addition to a standard cardiovascular risk assessment it is not clear that ambulatory BP measurement provides further incremental value. The clinical role of ambulatory BP requires ongoing careful consideration.";Circulatory system diseases;Observational;Study type out-of-domain;Test
492;27291832;Cardiovascular and metabolic monitoring of children and adolescents on antipsychotic treatment: A cross-sectional descriptive study.;Background. Cardiovascular and metabolic monitoring of patients on antipsychotic medication is essential. This becomes more important in those of paediatric age, as they are more vulnerable, and also because prescriptions of this kind of drugs are still increasing. Aim. To evaluate the monitoring of cardiovascular and metabolic risk factors in a group of children and young people on antipsychotic medication. Method. A descriptive cross-sectional study was conducted in which a group of 220 patients aged 8-17 years, diagnosed with a mental disorder and on antipsychotic treatment. They were compared to a control group of 199 asthmatic patients not exposed to antipsychotic drugs. Data was extracted from the computerised clinical history ECAP in 2013. Results. The mean age of the children was 12 years (8-17). Risperidone (67%) was the most frequent treatment. The recording of Body Mass Index (BMI) and blood pressure (AP) was 50% in Mental Disorder (MD) patients. A higher number of cardiovascular monitoring physical parameters (weight, height, BMI and BP) were observed in the MD group compared to the control Asthma control group. Altogether, more physical parameters than biochemistry parameters were recorded. Conclusions. This study shows that the recording of cardiovascular parameters and metabolic studies needs to be improved in children and adolescents on treatment with antipsychotics.;Circulatory system diseases;Observational;Study type out-of-domain;Test
493;29600003;Endovascular revascularisation of acute tandem vertebrobasilar artery occlusion: seven case series with literature reviews.;Background. The outcome of acute ischaemic stroke due to tandem vertebrobasilar artery occlusion was poor. Endovascular revascularisation may be a positive approach for acute basilar artery occlusion combined with vertebral ostium stenosis or occlusion. We reported seven patients with acute vertebrobasilar tandem occlusion by using angioplasty or stenting for proximal lesion and thrombectomy for distal occlusion. Materials and methods. Consecutive patients with acute tandem vertebrobasilar artery occlusion at two centres were included in this study. We retrospectively analysed the clinical, technical and functional outcomes of the patients. Results. From March 2016 to March 2017, seven patients were included. The mean age and National Institute of Health Stroke Scale score at admission was 57 years and 22, respectively. A reverse approach was used in five patients. The Thrombolysis in Cerebral Infarction score 2b-3 was acquired in all patients. There were no procedural complications. The modified Rankin Scale score was 1-2 for three patients and 4 for one patient at 3 months. Three patients died at 3 months of follow-up. Conclusions. Endovascular revascularisation may be feasible for acute tandem vertebrobasilar artery occlusion, and more researches are needed.;Circulatory system diseases;Observational;Study type out-of-domain;Test
494;30663889;Antithrombotic treatment patterns in patients with atrial fibrillation in Italy pre- and post-DOACs: the REPAIR study.;"Aim. To evaluate antithrombotic treatment patterns in patients in Italy with nonvalvular atrial fibrillation (NVAF) before and after direct oral anticoagulants (DOACs) were approved. Methods. This analysis included patients with a discharge diagnosis of NVAF in 2010 and 2014, which constituted the pre- and post-DOACs populations, respectively. Results. Approximately 90% of patients were eligible for oral anticoagulant (OAC) therapy. Overall use of OACs increased from 38% in 2010 to 45% in 2014; use of antiplatelet therapy decreased from 36 to 25%. Approximately 14% of eligible patients remained untreated. Conclusion. Although an improvement in OAC prescription was observed post-DOACs launch, treatment patterns in Italy suggest that a proportion of patients with NVAF are still undertreated or do not receive appropriate therapy.";Circulatory system diseases;Observational;Study type out-of-domain;Test
495;30713028;A Nested Case-Control Study on Plasma Vitamin E and Risk of Cancer: Evidence of Effect Modification by Selenium.;Background. Evidence from epidemiologic studies has been inconsistent regarding the role of vitamin E in cancer incidence risk. Objective. The aim of this study was to evaluate the prospective association between baseline plasma vitamin E levels and subsequent cancer risk in Chinese adults with hypertension, and to identify effect modifiers. Design. A nested, case-control study was conducted from 20,702 hypertensive participants in the China Stroke Primary Prevention Trial, a randomized, double-blind, controlled trial, conducted from May 2008 to August 2013. Participants. The current study included 229 new cancer cases and 229 controls matched for age (±1 year), sex, treatment group, and study site. Main outcome measures. Plasma vitamin E was measured by liquid chromatography with tandem quadrupole mass spectrometers and plasma selenium was measured by inductively coupled plasma mass spectrometry using Thermo Fisher iCAP Q ICP-MS. Statistical analyses. Odds ratios (OR) of cancer in relation to plasma concentrations of vitamin E were calculated using conditional logistic regression models. Results. Median follow-up duration was 4.5 years. Overall, vitamin E was not associated with subsequent risk of total cancer (per 1-mg/L [2.3 μmol/L] increase: OR 1.01, 95% CI 0.93 to 1.09) and non-gastrointestinal cancer (OR 1.10, 95% CI 0.98 to 1.24). However, there was a significant, inverse association between vitamin E and gastrointestinal cancer (OR 0.86, 95% CI 0.75 to 0.99), particularly esophageal cancer (OR 0.67, 95% CI 0.48 to 0.95). Moreover, high vitamin E decreased the risk of total cancer (OR 0.91, 95% CI 0.84 to 0.99) and gastrointestinal cancer (OR 0.83, 95% CI 0.73 to 0.95) among patients with high selenium levels (median≥83.7 μg/L [1.1 μmol/L]), and increased the risk of total cancer (OR 1.13, 95% CI 1.00 to 1.26) and non-gastrointestinal cancer (OR 1.25, 95% CI 1.03 to 1.50) among those with low selenium levels (<83.7 μg/L [1.1 μmol/L]). Conclusions. This study suggests that higher levels of plasma vitamin E are associated with reduced risk of gastrointestinal cancer. High vitamin E decreased the risk of total cancer among patients with high selenium levels, but increased the risk of total cancer among those with low selenium levels.;Circulatory system diseases;Observational;Study type out-of-domain;Test
496;32320043;Off-label Use of Direct Oral Anticoagulants Compared With Warfarin for Left Ventricular Thrombi.;"Importance. Left ventricular (LV) thrombi can arise in patients with ischemic and nonischemic cardiomyopathies. Anticoagulation is thought to reduce the risk of stroke or systemic embolism (SSE), but there are no high-quality data on the effectiveness of direct oral anticoagulants (DOACs) for this indication. Objective. To compare the outcomes associated with DOAC use and warfarin use for the treatment of LV thrombi. Design, setting, and participants. A cohort study was performed at 3 tertiary care academic medical centers among 514 eligible patients with echocardiographically diagnosed LV thrombi between October 1, 2013, and March 31, 2019. Follow-up was performed through the end of the study period. Exposures. Type and duration of anticoagulant use. Main outcomes and measures. Clinically apparent SSE. Results. A total of 514 patients (379 men; mean [SD] age, 58.4 [14.8] years) with LV thrombi were identified, including 300 who received warfarin and 185 who received a DOAC (64 patients switched treatment between these groups). The median follow-up across the patient cohort was 351 days (interquartile range, 51-866 days). On unadjusted analysis, DOAC treatment vs warfarin use (hazard ratio [HR], 2.71; 95% CI, 1.31-5.57; P = .01) and prior SSE (HR, 2.13; 95% CI, 1.22-3.72; P = .01) were associated with SSE. On multivariable analysis, anticoagulation with DOAC vs warfarin (HR, 2.64; 95% CI, 1.28-5.43; P = .01) and prior SSE (HR, 2.07; 95% CI, 1.17-3.66; P = .01) remained significantly associated with SSE. Conclusions and relevance. In this multicenter cohort study of anticoagulation strategies for LV thrombi, DOAC treatment was associated with a higher risk of SSE compared with warfarin use, even after adjustment for other factors. These results challenge the assumption of DOAC equivalence with warfarin for LV thrombi and highlight the need for prospective randomized clinical trials to determine the most effective treatment strategies for LV thrombi.";Circulatory system diseases;Observational;Study type out-of-domain;Test
497;32565089;Association Between β-Blockers and Outcome of Coronary Artery Bypass Grafting: Before and After 1 Year.;"Background. We evaluated the long-term outcomes of coronary artery bypass grafting (CABG) according to β-blocker therapy using landmark analysis. Although β-blockers have been shown to improve outcomes for ischemic heart disease, the long-term effects and optimal treatment duration of use after CABG remain unknown. Methods. From January 2001 to December 2014, 5382 CABG patients were stratified into 2 groups according to β-blocker therapy at discharge (β-blocker group: 3677 [68.3%], no β-blocker group: 1705 [31.7%]). Results. The primary outcome was all-cause death during 48 months of follow-up. Using propensity score-matched analysis, β-blocker therapy was associated with all-cause death during the 48-month follow-up (hazard ratio [HR], 0.62; 95% confidence interval [CI], 0.41-0.95; P = .03). The landmark analysis demonstrated that the effect of β-blockers on all-cause death was particularly significant within the first 12 months of therapy (HR, 0.37; 95% CI, 0.19-0.80; P = .01) but not after 12 months (HR, 0.92; 95% CI, 0.56-1.53; P = .77). Conclusions. The benefits of postdischarge β-blockers may be limited to 1 year after CABG, but further studies are required to confirm this finding.";Circulatory system diseases;Observational;Study type out-of-domain;Test
498;7946104;Cross-sectional study of the susceptibility of Candida isolates to antifungal drugs and in vitro-in vivo correlation in HIV-infected patients.;"Objectives. To investigate (1) the frequency of clinical resistance to oral polyenes or azole treatment for oral candidiasis, (2) the frequency of resistant in vitro Candida strains, (3) the relationship between the susceptibilities of in vitro Candida species and in vivo status in HIV patients. Design. Prospective cross-sectional study. Setting. Tertiary care clinic at Bocage Hospital, Dijon, France. Patients. HIV-infected patients with and without oral candidiasis. Interventions. Clinical examination, oral swab for mycologic investigations. Main outcome measures. Clinical diagnosis of oral candidiasis, identification of the antifungal treatment given within the previous month, identification of Candida species, antimycogramm and determination of the minimal inhibitory concentration (MIC) for fluconazole, and measurement of T-helper cell count. Results. Within a 2-month period, 154 HIV-infected patients were studied: 46 heterosexuals, 51 intravenous drug users (IVDU), 52 homosexuals and five blood transfusion recipients. The percentages of patients with oral candidiasis were: 41, 80, 44 and 20%, respectively (P < 0.05); the mean T-helper cell counts were 200, 135, 210 and 238 x 10(6)/l cells, respectively (P < 0.05). Twenty-two patients (14.3%) had received recent azole treatment and 29 (18.8%) recent oral polyene treatment. Among the 84 patients with and the 70 patients without oral candidiasis, 78 and 28 Candida strains were isolated, respectively. Although Candida albicans represented the majority of Candida species (88 strains, 83%), the non-albicans strains were isolated more frequently in patients who had received recent antifungal treatment. No strains were resistant to ketoconazole, miconazole or econazole; however, six (5.6%), 16 (15%) and 10 (9.5%) were intermediately susceptible to the three drugs, respectively. Twelve (13.6%) of the 88 C. albicans, five of the six C. (Torulopsis) glabrata, one of the five C. tropicalis and all three C. krusei strains were resistant to fluconazole. These resistant strains were separated as follows: 41.1% of C. albicans strains resistant to fluconazole were isolated from patients who had received recent azole therapy, 17.6% from patients who received recent oral polyene, and 3.7% from patients who had not received any recent antifungal treatment (P = 0.004). The mean MIC of these three categories of isolates were 3.6, 1.6 and 0.6 mg/l, respectively (P = 0.06). Conclusions. Oral candidiasis and fluconazole-resistant Candida isolates are more frequently found in IVDU. Treatments using azoles select non-albicans strains and are associated with decreased susceptibilities of C. albicans strains to fluconazole in particular. These findings show that prolonged azole treatment in severely immunocompromised patients should be avoided.";Endocrine, nutritional or metabolic diseases;Observational;Study type out-of-domain;Test
